TIME,European_Union,Belgium,Bulgaria,Czechia,Denmark,Germany,Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,Iceland,Norway,United Kingdom,Bosnia and Herzegovina,Montenegro,Moldova,North Macedonia,Georgia,Albania,Serbia,Türkiye,Ukraine,Kosovo*
2024-02,226108.69,6223.53,2949.80,5840.29,3461.02,39676.17,429.42,2564.39,3697.82,22154.67,48053.82,1271.73,19478.60,390.67,771.00,591.88,208.92,2565.56,165.86,10137.46,5938.47,12787.09,4857.52,4588.00,1285.02,2618.00,7637.00,15765.00,1572.36,14293.39,:,1299.58,381.35,130.05,573.53,997.84,791.00,3380.43,25426.27,:,:
2024-03,226990.96,5564.21,3066.40,6088.85,3298.39,38267.39,440.45,2710.63,3731.90,22427.75,47874.77,1457.16,20750.00,361.15,948.00,533.44,219.98,2740.20,174.16,10530.69,6099.19,13379.80,5817.29,4503.00,1380.16,2575.00,6299.00,15752.00,1663.28,14485.45,:,1276.86,403.06,130.05,431.63,1104.49,783.61,3375.25,25429.33,:,:
2024-04,208142.10,5698.45,2992.96,5064.50,2841.47,36134.15,384.06,2374.41,3725.22,21070.26,41613.45,1109.24,20545.10,342.76,786.00,523.96,235.87,3032.02,141.06,9804.66,6389.75,12159.43,4674.05,3718.00,885.29,2202.00,5991.00,13703.00,1583.10,12465.66,:,949.92,175.91,46.58,373.30,1068.82,665.82,2757.88,23206.18,:,:
2024-05,203074.70,5468.12,2410.66,4886.76,2467.35,33777.89,486.36,2248.52,3836.11,21339.59,42392.83,1001.04,21372.00,379.74,495.00,418.33,240.11,2993.06,167.51,8954.19,6818.21,11843.99,3846.98,3387.00,1322.37,1952.00,5576.00,12993.00,1617.43,11752.63,:,1012.00,95.57,47.08,356.63,1395.48,711.16,2475.45,25534.60,:,:
2024-06,200636.50,5784.01,2297.62,4898.72,2285.23,33536.07,442.82,2019.23,4810.06,21503.44,39868.69,942.52,22894.00,573.86,239.00,360.98,237.79,3082.63,191.14,9012.50,6887.27,11457.14,3106.73,3681.00,1517.08,1880.00,5631.00,11496.00,1577.13,11282.13,:,953.05,168.59,16.90,415.85,1495.96,510.72,2482.23,27193.96,:,:
2024-07,215317.57,5969.49,3242.07,5290.62,2248.48,34089.88,398.14,2146.34,5824.53,24219.50,41734.90,1202.57,26970.00,663.58,291.00,408.10,249.39,3345.12,219.44,9449.21,6942.19,11977.86,3432.34,3970.00,1401.82,2041.00,6039.00,11551.00,1622.91,11094.78,:,1195.21,222.53,16.97,460.88,1509.30,581.23,2465.03,32519.19,:,:
2024-08,207862.08,5996.51,3136.52,5388.39,2199.22,33608.76,357.30,2210.90,5062.10,23350.64,40089.45,1134.12,23618.00,629.21,316.00,407.37,249.19,3096.42,239.34,9670.39,5598.07,12541.91,3413.98,3634.00,1261.29,2082.00,5680.00,12891.00,1635.61,11104.05,:,1152.35,235.17,16.51,456.08,1351.47,570.76,2452.07,31968.45,:,464.15
2024-09,201885.23,5017.20,2929.04,5622.19,2176.20,34415.17,428.40,2286.85,3783.60,21610.83,39821.06,1034.26,22227.00,506.14,292.00,450.85,248.28,2737.78,170.31,9252.51,5853.40,12642.01,3367.43,3664.00,1300.72,2182.00,5657.00,12209.00,1615.12,11578.52,:,967.48,221.92,19.38,370.89,1102.08,490.25,2390.03,26631.23,:,398.17
2024-10,212998.48,5043.63,2680.22,5780.47,2858.01,35205.40,416.34,2597.12,3752.99,21601.09,43373.33,1315.35,21479.00,429.65,219.00,518.65,229.19,2970.16,167.23,9531.14,6884.95,13181.24,4079.29,3771.00,1515.01,2389.00,6956.00,14054.00,1658.16,12878.21,:,1067.71,358.67,55.45,328.88,938.99,532.95,3106.88,26016.39,:,:
2024-11,224878.25,5607.28,2726.15,6394.23,2891.14,38020.56,382.50,2732.08,4478.84,20542.61,47993.16,1264.18,21466.00,381.37,347.00,620.89,232.84,3105.26,164.82,11247.60,5934.70,14021.82,4100.20,3866.00,1342.02,2309.00,7242.00,15464.00,:,14743.25,:,1326.27,370.71,125.24,510.06,912.62,600.83,3195.39,26540.41,:,:
2024-12,:,:,:,:,3370.69,:,:,2799.78,4596.46,:,:,1509.09,21516.00,:,370.00,:,:,:,156.74,:,5966.27,:,:,:,:,:,:,16618.00,:,15846.49,:,:,:,:,:,:,1008.57,:,28691.02,:,:
